country,code.3,code.2,type,capital,founding.date,capital.lat,capital.long,telephone.lines,telephone.mobile,internet.users,broadband.subscriptions,gdp.ppp,gdp.growth.rate,gdp.per.capita,gross.national.savings,industrial.production.growth.rate,labor.force.size,unemployment.rate,gini.index,tax.revenue,budget.surplus,debt,inflation.rate,central.bank.discount.rate,bank.lending.rate,current.account.balance,exports,imports,foreign.exchange,debt.external,electricity.production,electricity.consumption,electricity.exports,electricity.imports,electricity.capaicty,electricity.fossil.fuels,electricity.nuclear,electricity.hydroelectric,electricity.renewable,oil.production,oil.exports,oil.imports,oil.reserves,petroleum.production,natural.gas.production,natural.gas.consumption,natural.gas.export,natural.gas.import,natural.gas.reserves,co2.emissions,area,military.expenditures,population,age.median,population.growth.rate,birth.rate,death.rate,migration.net.rate,mortality.maternal.rate,mortality.infant.rate,life.expectany,fertility.rate,obesity.rate,underweight.children.under.5.rate,education.expenditures,unemployment.rate.youth,airports,railways,roadways,education.per.gdp,ag.area.per.total,ag.sq.km,arable.land.per.total,arable.land.hect.per.capita,birth.rate.per.1000,fish.production.1000.tons,co2.emissions.total,co2.emissions.per.capita,co2.emissions.from.gas.fuels,co2.emissions.from.liquid.fuels,death.rate.per.1000,fertility.rate.per.woman,fdi,forest.area.percent,gdp.constant,gdp.current,internet.access.percentage,inflation.rate,land.area.sq.km,life.expectancy.female,life.expectancy.male,life.expectancy.all,exports,imports,mobile.subscriptions.per.100,open.defecation.percentage,drinking.water.percentage,sanitation.percentage,population.density,populatiion.growth.rate,population.total,preeducation.years.avg,primary.education.avg,population.rural,population.rural.percentage,population.rural.growth.rate,science.articles,secondary.education.avg,internet.servers.per.million,area.sq.km,fish.production.tons,urban.populaiton,urban.population.percentage,urban.population.growth.rate,protected.areas.percentage,terrestrial.protected.areas.percentage
Grenada,GRD,GD,parliamentary democracy,Saint George's,2/7/74,12 03 N,61 45 W,"32,491","113,177","62,123","22,235","$1,634,000,000 ",5.1,"$15,100 ",11.7,10,"55,270",24,NA,25.8,3.2,70.4,0.9,6.5,8.31,-77000000.00,"$39,900,000 ","$316,000,000 ","$199,100,000 ","$793,500,000 ","202,100,000","185,100,000",0,0,"51,100.00",96,0,0,4,0,0,0,0,0,0,0,0,0,0,"283,600.00",344,NA,"112,207",32.1,0.42,15.2,8.2,-2.8,25,9.4,74.8,2,21.3,NA,3.2,NA,3,NA,"1,127",3.75,23.52941176,80,8.823529412,0.02720817,16.905,2550,267.691,2.427794052,0,100,9.538,2.104,113533411.2,49.97058756,931629123.9,1061631222,55.85640782,2.647219393,340,74.973,70.09,72.408,3.00E+07,3.51E+08,107.9012525,3.54109589,95.62865044,91.49389213,324.2970588,0.602203221,110261,5,7,70488,63.928,0.484944243,36.13,5,281.151087,340,2550,39773,36.072,0.810354703,0.172574854,9.37
Greenland,GRL,GL,parliamentary democracy within a constitutional monarchy,Nuuk,none,64 11 N,51 45 W,"16,000","61,000","39,544",NA,"$2,413,000,000 ",7.7,"$41,800 ",NA,NA,"26,840",9.1,33.9,77.4,5.6,13,0.3,NA,NA,NA,"$407,100,000 ","$783,500,000 ",NA,"$36,400,000 ","538,000,000","468,000,000",0,0,"187,000.00",51,0,49,0,0,0,0,0,0,0,0,0,0,0,"613,800.00","2,166,086.00",NA,"57,691",34,-0.04,14.3,8.8,-6,NA,8.7,72.9,1.97,NA,NA,NA,NA,15,NA,NA,NA,0.592301134,2431.100006,NA,NA,14.8,273175,509.713,9.071886235,0,100,8.7,2,NA,0.000535997,2663981793,2707146783,68.50087368,3.537782458,410450,73,68.8,70.84878049,5.75E+08,7.34E+08,NA,0,99.99999915,99.59723483,0.136888781,0.128227978,56186,NA,NA,7683,13.674,-1.716281885,23.09,NA,2954.472644,410450,273175,48503,86.326,0.423549977,22.35997889,41.12
Guatemala,GTM,GT,constitutional democratic republic,Guatemala City,9/15/1821,14 37 N,90 31 W,"2,461,109","19,986,482","5,241,952","506,000","$138,100,000,000 ",2.8,"$8,200 ",13.6,1.8,"6,664,000",2.3,53,10.8,-1.3,24.7,4.4,7.53,13.05,1134000000.00,"$11,120,000,000 ","$17,110,000,000 ","$11,770,000,000 ","$22,920,000,000 ","12,120,000,000","10,100,000,000","1,858,000,000","747,000,000","4,605,000.00",41,0,31,28,"9,600","9,383",0,"83,070,000","1,162",0,0,0,0,"2,960,000,000","17,150,000.00","108,889.00",0.35,"16,581,273",22.5,1.72,24.6,5,-2.4,95,23.3,71.8,2.87,21.2,12.4,2.8,5,291,800,"17,621",2.821058333,35.98357596,38560,8.044046286,0.054461516,25.267,19011,16776.525,1.059947788,0,64.80874317,4.791,2.973,845786560,32.69503637,51323451983,66053725049,34.50932609,2.707191297,107160,76.498,70.515,73.541,1.04E+10,1.70E+10,110.1395181,5.209633121,93.72089205,65.02274536,147.7014744,1.658073318,15827690,7,6,7863355,49.681,0.960051086,86.16,6,37.90824814,108890,45279,7964335,50.319,2.352058721,15.70673977,31.75
Guyana,GUY,GY,republic,Georgetown,5/26/66,6 48 N,58 09 W,"135,795","643,210","262,425","64,889","$6,301,000,000 ",2.1,"$8,100 ",10.5,-5,"313,800",11.1,44.6,28.1,-4.5,52.2,2,5.5,13,-237000000.00,"$1,439,000,000 ","$1,626,000,000 ","$565,400,000 ","$1,690,000,000 ","1,010,000,000","790,100,000",0,0,"428,000.00",89,0,0,11,0,0,0,0,0,0,0,0,0,0,"2,131,000.00","214,969.00",1.69,"740,685",26.7,0.48,15.4,7.4,-3.2,667,29.5,68.9,1.97,20.2,8.2,6.3,21.6,117,NA,"3,995",2.92,8.636017272,17000,2.133604267,0.544488609,20.427,42142,2383.55,3.090037673,0,91.69230769,7.283,2.509,162654036.4,83.9014478,2926027087,3504024213,35.66,6.029940482,196850,72.717,66.394,69.454,1.44E+09,1.45E+09,75.79508095,0.612671892,95.53635141,85.75872346,3.918547117,0.511309291,771366,3,6,567093,73.518,0.455635602,13.07,5,31.11363477,214970,42478.7,204273,26.482,0.666030606,5.306076838,8.74
Honduras,HND,HN,democratic constitutional republic,Tegucigalpa,9/15/1821,14 06 N,87 13 W,"491,107","8,233,499","2,667,978","232,990","$46,300,000,000 ",4.8,"$5,600 ",22.1,4.5,"3,735,000",5.6,47.1,20.3,-2.7,39.5,3.9,6.25,19.26,-380000000.00,"$8,675,000,000 ","$11,320,000,000 ","$4,708,000,000 ","$8,625,000,000 ","8,501,000,000","7,220,000,000","536,000,000","195,000,000","2,546,000.00",40,0,25,34,0,0,0,0,0,0,0,0,0,0,"9,436,000.00","112,090.00",1.71,"9,182,766",23.3,1.56,22,5.3,-1.1,65,16.7,71.3,2.61,21.4,7.1,6,7.9,103,699,"14,742",6.33,28.9123246,32350,9.116096166,0.110022927,22.13,10600,9812.892,1.058473626,0,86.95814649,4.423,2.536,1147030450,39.96782554,19572439031,21717622071,29.5,3.678068144,111890,77.019,72.366,74.701,7.96E+09,1.06E+10,84.48900013,6.700699605,94.28603174,80.24248182,82.85633211,1.717638855,9270795,3,6,4096486,44.187,0.261785949,33.38,6,30.31023769,112490,63700,5174309,55.813,2.885456973,12.42893369,28.44
Croatia,HRV,HR,parliamentary democracy,Zagreb,6/25/91,45 48 N,16 00 E,"1,401,354","4,315,580","3,135,949","1,095,881","$102,100,000,000 ",2.8,"$24,700 ",24.7,1.2,"1,559,000",12.4,30.8,46.1,0.8,77.8,1.1,3,4.23,2150000000.00,"$13,150,000,000 ","$22,340,000,000 ","$18,820,000,000 ","$48,100,000,000 ","12,200,000,000","15,930,000,000","3,200,000,000","8,702,000,000","4,921,000.00",45,0,40,16,"14,000",0,"55,400","71,000,000","74,620","1,048,000,000","2,577,000,000","172,700,000","1,841,000,000","24,920,000,000","17,960,000.00","56,594.00",1.68,"4,270,480",43.3,-0.51,8.8,12.4,-1.4,8,9.1,76.3,1.41,24.4,NA,4.6,27.4,69,"2,722","26,958",4.499725945,27.59113653,15440,15.58255897,0.208894848,9,72311.5,17487.923,4.189377314,28.43363389,50.8702034,12.3,1.42,418512745.5,34.3531098,61386377125,51596973259,72.69726967,-0.102693938,55960,81.3,74.9,78.02195122,1.38E+10,2.19E+10,104.888678,NA,99.58675456,96.51257251,74.59522873,-0.698383457,4174349,6,4,1819891,43.597,-1.265605033,3966.92,8,1724.580288,56590,88116.26,2354458,56.403,-0.257731227,23.50640991,38.11
Haiti,HTI,HT,republic,Port-au-Prince,1/1/1804,18 32 N,72 20 W,"5,703","6,486,549","1,282,686","29,900","$19,970,000,000 ",1.2,"$1,800 ",24.9,0.9,"4,594,000",40.6,60.8,18.2,-1,31.1,14.7,NA,13.1,-348000000.00,"$980,200,000 ","$3,618,000,000 ","$2,361,000,000 ","$2,762,000,000 ","1,023,000,000","406,200,000",0,0,"332,000.00",82,0,18,0,0,0,0,0,0,0,0,0,0,0,"3,595,000.00","27,750.00",NA,"10,788,440",23.3,1.31,22.6,7.5,-2,480,45.4,64.6,2.66,22.7,9.5,2.4,NA,14,NA,"4,266",1.461652,66.76342525,18400,38.82438316,0.09870876,25.162,16510,2977.604,0.274687476,0,96.67487685,8.759,3.041,104900000,3.490565927,7911617141,7970649131,12.23260161,11.96228051,27560,65.052,60.752,62.896,9.86E+08,3.42E+09,60.0002583,20.67892563,65.0230173,33.59935076,393.3225689,1.341320934,10839970,6,6,5051860,46.604,-0.71656758,32.62,7,4.520307713,27750,17730,5788110,53.396,3.172721959,0.270169623,0.27
Hungary,HUN,HU,parliamentary democracy,Budapest,11/16/18,47 30 N,19 05 E,"3,131,598","12,030,940","7,826,695","2,956,585","$289,600,000,000 ",4,"$29,600 ",25.7,7.4,"4,599,000",4.2,28.2,44.5,-2,73.6,2.4,0.9,1.48,4390000000.00,"$98,740,000,000 ","$96,300,000,000 ","$28,000,000,000 ","$138,100,000,000 ","30,220,000,000","39,370,000,000","5,240,000,000","17,950,000,000","8,639,000.00",64,22,1,13,"16,000","2,713","121,000","24,000,000","152,400","1,812,000,000","10,390,000,000","3,520,000,000","13,370,000,000","6,598,000,000","51,280,000.00","93,028.00",1.21,"9,825,704",42.7,-0.26,8.9,12.8,1.3,12,4.8,76.3,1.45,26.4,NA,4.7,10.7,41,"8,049","203,601",4.47502116,58.35634596,52830,47.76317243,0.440594036,9.7,5048,45536.806,4.639973434,40.37687228,37.95297149,13,1.53,69681210262,22.90511541,1.48333E+11,1.27507E+11,79.25941213,0.972844704,90530,79.7,72.6,76.06341463,1.02E+11,9.39E+10,102.0406696,0,99.97080746,97.99318159,108.4063073,-0.295110605,9814023,5,4,2867756,29.221,-1.245353271,6473.35,8,4125.932862,93030,21295.97,6946267,70.779,0.099844437,22.60192715,22.6
Indonesia,IDN,ID,republic,Jakarta,8/17/45,6 10 S,106 49 E,"11,172,021","458,923,202","65,525,226","6,044,712","$3,250,000,000,000 ",5.1,"$12,400 ",31.7,4.1,"125,000,000",5.4,36.8,13,-2.7,28.8,3.8,6.37,11.07,-17330000000.00,"$168,900,000,000 ","$150,100,000,000 ","$130,200,000,000 ","$344,400,000,000 ","235,400,000,000","213,400,000,000",0,"693,000,000","61,430,000.00",85,0,9,6,"772,000","302,300","498,500","3,310,000,000","950,000","72,090,000,000","42,320,000,000","29,780,000,000",0,"2,866,000,000,000","540,700,000.00","1,904,569.00",0.72,"262,787,403",30.5,0.83,15.9,6.5,-1.1,177,21.9,73.2,2.08,6.9,19.9,3.6,15.6,673,"8,159","496,607",3.266724755,31.46442036,570000,12.97217331,0.089847526,18.79,6584419,563324.54,2.153758127,16.20036454,37.59861997,6.418,2.362,4541713739,49.8603982,1.03786E+12,9.31877E+11,25.4473537,2.438924087,1811570,73.264,68.914,71.035,1.44E+11,1.36E+11,147.4150225,10.88013345,88.65653398,71.25313269,144.3798617,1.219765616,261554226,6,6,120343715,46.011,-0.238760046,7354.4,6,306.2233068,1913580,23200000,141210511,53.989,2.479777584,5.063359019,11.87
India,IND,IN,federal republic,New Delhi,8/15/47,28 36 N,77 12 E,"23,234,687","1,168,902,277","374,328,160","17,856,024","$9,474,000,000,000 ",6.7,"$7,200 ",28.8,5.5,"521,900,000",8.5,35.2,9.2,-3.5,71.2,3.6,6,9.51,-48660000000.00,"$304,100,000,000 ","$452,200,000,000 ","$409,800,000,000 ","$501,600,000,000 ","1,386,000,000,000","1,137,000,000,000","5,150,000,000","5,617,000,000","367,800,000.00",71,2,12,16,"709,000",0,"4,057,000","4,495,000,000","4,897,000","31,540,000,000","55,430,000,000","76,450,000","23,960,000,000","1,290,000,000,000","2,383,000,000.00","3,287,263.00",2.42,"1,296,834,042",28.1,1.14,18.7,7.3,0,145,37.8,69.1,2.4,3.9,36.3,3.8,10.1,346,"68,525","4,699,024",3.08,60.44719645,1797210,52.62462204,0.118129005,18.332,5082332,2407671.526,1.817783386,3.980182096,26.95369019,7.195,2.266,44458571546,23.83312147,2.48443E+12,2.2948E+12,22,3.237974366,2973190,70.142,67.745,68.897,2.65E+11,3.62E+11,85.14868348,28.40824211,91.85927535,56.94165514,445.4843414,1.08988008,1324509589,3,5,885010817,66.818,0.48558549,112167.34,7,38.29568349,3287259.063,10800000,439498772,33.182,2.317931183,3.479305985,5.97
Ireland,IRL,IE,republic; parliamentary democracy,Dublin,12/6/21,53 19 N,6 14 W,"1,842,026","4,898,872","4,069,432","1,401,356","$353,300,000,000 ",7.2,"$73,200 ",33.1,7.8,"2,226,000",6.7,31.3,26,-0.3,68.6,0.3,0.05,4.08,28140000000.00,"$219,700,000,000 ","$98,130,000,000 ","$4,412,000,000 ","$2,470,000,000,000 ","28,530,000,000","25,680,000,000","1,583,000,000","871,000,000","9,945,000.00",65,0,2,33,0,"5,900","66,210",0,"64,970","3,511,000,000","5,238,000,000",0,"1,642,000,000","9,911,000,000","36,910,000.00","70,273.00",0.33,"5,068,050",37.1,1.11,13.8,6.6,4,5,3.6,81,1.96,25.3,NA,3.7,14.4,40,"4,301","99,830",4.22286839,64.53766875,44460,6.474089128,0.093789397,13.4,259845,37711.428,7.930340975,25.75845974,49.55270323,6.4,1.81,79189928475,11.02772554,3.18977E+11,3.00523E+11,NA,-0.299570334,68890,83.6,79.8,81.65365854,1.31E+11,8.12E+10,103.8191107,0,97.38347739,91.14664278,69.0279431,1.128834064,4755335,1,8,1771980,37.263,0.596193508,7044.16,5,11743.44184,70280,300089.4,2983355,62.737,1.446547047,4.042933717,14.44
Iran,IRN,IR,theocratic republic,Tehran,4/1/79,35 42 N,51 25 E,"31,182,812","116,500,000","67,600,000","10,057,769","$1,640,000,000,000 ",3.7,"$20,100 ",37.9,3,"30,500,000",11.8,44.5,17.3,-2.3,39.5,9.6,NA,18,9491000000.00,"$101,400,000,000 ","$76,390,000,000 ","$120,600,000,000 ","$7,995,000,000 ","272,300,000,000","236,300,000,000","6,822,000,000","4,221,000,000","77,600,000.00",84,1,15,0,"4,251,000","750,200",0,"157,200,000,000","1,764,000","214,500,000,000","206,900,000,000","11,640,000,000","3,993,000,000","33,720,000,000,000","638,300,000.00","1,648,195.00",2.67,"83,024,745",30.8,1.19,17.4,5.3,-0.2,16,15.5,74.2,1.96,25.8,4.1,4,28.4,319,"8,484","223,485",3.217460044,28.21410153,459540,9.017289226,0.184593498,19.102,695407,661710.15,8.316701233,57.58049321,32.51537822,4.821,2.083,3.37E+09,6.564491066,5.40291E+11,4.17984E+11,53.22677167,1.607189488,1628760,77.187,75.007,76.047,7.29E+10,4.31E+10,101.2018754,0.535384435,95.20149447,88.35525906,48.84944129,1.356248244,79564016,1,6,20782121,26.12,-0.622513389,42855.86,6,64.12446551,1745150,1093536,58781895,73.88,2.065307404,7.666553424,8.61
Iraq,IRQ,IQ,parliamentary democracy,Baghdad,10/3/32,33 20 N,44 24 E,"2,918,396","33,335,316","8,098,401",NA,"$649,300,000,000 ",-2.1,"$16,700 ",19,0.7,"8,900,000",16,NA,35.7,-4.2,59.7,0.1,6,12.7,4344000000.00,"$61,400,000,000 ","$39,470,000,000 ","$48,880,000,000 ","$73,020,000,000 ","75,450,000,000","38,460,000,000",0,"11,970,000,000","27,090,000.00",91,0,9,0,"4,613,000","3,092,000",0,"148,800,000,000","398,000","1,274,000,000","2,633,000,000",0,"1,359,000,000","3,820,000,000,000","117,900,000.00","438,317.00",2.73,"40,194,216",20.2,2.5,30,3.8,-1.1,79,37.5,74.9,3.94,30.4,7.2,NA,25.6,102,"2,272","59,623",4.6,21.42225296,93000,11.5173403,0.136572349,30.388,28000,190060.61,5.191404781,7.522670268,75.05691684,4.889,3.864,-6255900000,1.90036115,2.17136E+11,1.74879E+11,21.23,-13.41037334,434128.0078,72.152,68.101,70.122,4.76E+10,4.17E+10,91.35870695,0.048493521,95.61297327,92.42690665,84.33142147,2.877254128,36610632,2,6,10948776,29.906,2.300448868,1235.96,6,4.151799401,435051.9922,56835,25661856,70.094,3.124367546,1.540778909,1.54
Iceland,ISL,IS,constitutional republic,Reykjavik,12/1/18,64 09 N,21 57 W,"146,213","410,662","329,967","133,574","$18,180,000,000 ",4,"$52,200 ",25.8,2.4,"198,700",2.8,28,42.4,1.5,40,1.8,5.4,7.26,857000000.00,"$4,957,000,000 ","$6,525,000,000 ","$6,567,000,000 ","$21,700,000,000 ","18,170,000,000","17,680,000,000",0,0,"2,772,000.00",4,0,71,25,0,0,0,0,0,0,0,0,0,0,"3,228,000.00","103,000.00",0.3,"343,518",36.7,1.08,13.6,6.5,3.7,4,2.1,83.1,1.99,21.9,NA,7.5,7.9,96,NA,"12,898",7.4065644,18.67331671,18720,1.206982544,0.360721323,12,1085176,2064.521,6.154683862,0,81.70515098,6.9,1.74,-1066286957,0.503740648,16766953000,20618363256,98.2400163,1.838445152,100250,84.1,80.4,82.20487805,4.44E+09,5.67E+09,120.8927593,0,99.99999885,98.7826612,3.346024938,1.388081496,335439,6,7,21015,6.265,0.831426808,662.79,7,35663.71233,103000,1100305,314424,93.735,1.425397053,2.421746696,17.44
Israel,ISR,IL,parliamentary democracy,Jerusalem,5/14/48,31 46 N,35 14 E,"3,240,000","10,540,000","6,521,539","2,342,000","$317,100,000,000 ",3.3,"$36,400 ",23.6,3.5,"4,021,000",4.2,42.8,26.5,-2,60.9,0.2,0.1,3.5,10120000000.00,"$58,670,000,000 ","$68,610,000,000 ","$113,000,000,000 ","$88,660,000,000 ","63,090,000,000","55,000,000,000","5,200,000,000",0,"17,590,000.00",95,0,0,5,390,0,"231,600","12,730,000","294,300","9,826,000,000","9,995,000,000",0,"509,700,000","176,000,000,000","73,820,000.00","21,937.00",5.1,"8,424,904",30.1,1.49,17.9,5.2,2.1,3,3.4,82.7,2.63,26.1,NA,5.8,7.3,47,"1,384","19,555",5.34663441,24.58410351,5320,13.63216266,0.034519073,21.2,1758,65166.257,7.625351861,27.67992797,34.9670812,5.1,3.11,1.20E+10,7.726432391,2.88178E+11,3.18951E+11,79.65312418,1.091308039,21640,84.2,80.7,82.40731707,6.06E+10,6.58E+10,130.3492361,0,99.99999925,99.99999925,394.9168207,1.960348962,8546000,6,6,661802,7.744,0.970847507,12244.1,6,2119.588111,22070,20672,7884198,92.256,2.043855169,8.581730277,19.94
Italy,ITA,IT,republic,Rome,3/17/1861,41 54 N,12 29 E,"20,700,659","83,871,543","38,025,661","16,586,376","$2,317,000,000,000 ",1.5,"$38,200 ",20.3,2.1,"25,940,000",11.3,31.9,46.6,-2.3,131.8,1.3,0.25,3,53420000000.00,"$496,300,000,000 ","$432,900,000,000 ","$151,200,000,000 ","$2,444,000,000,000 ","275,300,000,000","293,500,000,000","6,155,000,000","43,180,000,000","114,200,000.00",54,0,14,32,"90,000","13,790","1,341,000","487,800,000","1,607,000","5,550,000,000","75,150,000,000","271,800,000","69,660,000,000","38,110,000,000","351,000,000.00","301,340.00",1.22,"62,246,674",45.8,0.16,8.5,10.5,3.6,2,3.2,82.4,1.45,19.9,NA,3.8,34.7,129,"20,182","487,700",3.6825422,43.23451418,127170,22.44509417,0.108894482,7.8,198130,NA,NA,NA,NA,10.1,1.34,25656663795,31.79030327,2.08918E+12,1.8758E+12,61.32425277,1.13435002,294140,85.6,81,83.24390244,4.62E+11,4.07E+11,141.6939815,0,99.44249434,98.7718902,206.1178282,-0.169884073,60627498,3,5,18276159,30.145,-1.127306555,70534.27,8,1305.100864,301340,355238.5,42351339,69.855,0.246127222,13.34644424,21.51
Jamaica,JAM,JM,constitutional parliamentary democracy,Kingston,8/6/62,18 00 N,76 48 W,"297,027","3,091,222","1,336,653","239,120","$26,060,000,000 ",0.7,"$9,200 ",18.3,0.9,"1,348,000",12.2,35,29.7,0.5,101,4.4,3.25,14.91,-679000000.00,"$1,296,000,000 ","$5,151,000,000 ","$3,781,000,000 ","$14,940,000,000 ","4,007,000,000","2,847,000,000",0,0,"1,078,000.00",83,0,3,15,0,0,"24,360",0,"24,250",0,"198,200,000",0,"198,200,000",0,"8,900,000.00","10,991.00",1.35,"2,812,090",28.6,-0.05,16.5,7.6,-9.4,80,12.4,74.5,2.09,24.7,2.2,5.4,24.1,28,NA,"22,121",5.401790034,40.99722992,4440,11.08033241,0.041290493,16.46,16800,8225.081,2.830147084,0,92.10878288,7.542,2.009,927976719,30.91597482,13839331468,14075894320,44.36685637,4.663852017,10830,75.774,72.635,74.175,1.20E+09,4.77E+09,112.4252814,0.522251366,90.61791998,87.32379504,268.3506925,0.524973438,2906238,6,6,1304959,44.902,-0.063430148,160.88,5,121.8069546,10990,17420,1601279,55.098,1.007065441,1.405566509,15.91
Jordan,JOR,JO,constitutional monarchy,Amman,5/25/46,31 57 N,35 56 E,"404,112","9,818,446","5,099,674","456,610","$89,000,000,000 ",2,"$9,200 ",9.1,1.4,"2,295,000",18.3,39.7,23.6,-5.1,95.9,3.3,3.75,8.65,-4257000000.00,"$7,511,000,000 ","$18,210,000,000 ","$15,560,000,000 ","$29,340,000,000 ","18,600,000,000","16,820,000,000","50,000,000","334,000,000","4,764,000.00",87,0,0,12,22,0,"67,980","1,000,000","67,240","121,800,000","5,238,000,000","1,359,000,000","6,456,000,000","6,031,000,000","27,390,000.00","89,342.00",4.68,"10,458,413",22.8,2.02,23.6,3.4,0,46,13.7,75,3.14,35.5,3,3.6,35.6,18,509,"7,203",3.558526773,12.00675784,10659.59961,2.672448688,0.024840163,23.396,873,25107.949,2.628700806,27.82240397,59.23762232,3.826,2.954,1552957746,1.09822032,31243691000,39196676056,62.30219257,1.007417813,88780,75.934,72.533,74.184,7.55E+09,1.93E+10,102.7648325,0.185608376,98.97105489,97.43348058,107.5857964,3.028091537,9551467,2,6,906816,9.494,0.42889944,1710.6,6,70.04159675,89320,1758,8644651,90.506,3.304700913,1.765357777,1.73
Japan,JPN,JP,a parliamentary government with a constitutional monarchy,Tokyo,5/3/47,35 41 N,139 45 E,"63,941,094","170,128,499","116,565,962","40,390,640","$5,443,000,000,000 ",1.7,"$42,900 ",28,1.4,"65,010,000",2.9,37.9,35.2,-3.5,237.6,0.5,0.3,1.48,196100000000.00,"$688,900,000,000 ","$644,700,000,000 ","$1,264,000,000,000 ","$3,240,000,000,000 ","989,300,000,000","943,700,000,000",0,0,"295,900,000.00",71,1,8,20,"3,200",0,"3,208,000","44,120,000","3,467,000","3,058,000,000","127,200,000,000","169,900,000","116,600,000,000","20,900,000,000","1,268,000,000.00","377,915.00",0.93,"126,168,156",47.7,-0.24,7.5,9.9,0,5,2,85.5,1.42,4.3,3.4,3.5,3.6,175,"27,311","1,218,772",2.732905189,12.26409919,44710,11.4768488,0.032946306,7.8,3275263,1135886.253,8.944372824,20.50529605,38.96771361,10.5,1.44,40954181469,68.45622227,6.01993E+12,4.92254E+12,93.18272128,0.270403428,364560,87.14,80.98,83.98487805,6.45E+11,6.08E+11,130.5952482,0,98.97,99.90241732,348.350096,-0.115284177,126994511,3,6,10849141,8.543,-1.000970232,101297.3,6,2109.539994,377970,4343257,116145370,91.457,-0.032150224,2.091836213,19.36
Kazakhstan,KAZ,KZ,"republic; authoritarian presidential rule,  with little power outside the executive branch",Astana,12/16/91,51 10 N,71 25 E,"3,697,300","26,473,000","14,100,751","2,573,500","$478,600,000,000 ",4,"$26,300 ",23.7,5.8,"8,970,000",5,26.3,22.3,-1.8,20.8,7.4,11,14.17,-5353000000.00,"$49,290,000,000 ","$31,850,000,000 ","$30,750,000,000 ","$167,500,000,000 ","100,800,000,000","94,230,000,000","5,100,000,000","1,318,000,000","20,150,000.00",86,0,14,1,"1,856,000","1,409,000","1,480","30,000,000,000","290,700","22,410,000,000","15,370,000,000","12,800,000,000","5,748,000,000","2,407,000,000,000","304,600,000.00","2,724,900.00",0.95,"18,744,548",30.9,0.98,17.5,8.2,0.4,10,19,71.4,2.22,21,2,2.8,3.9,96,"16,614","95,409",3.167765831,80.37633811,2169920,10.88824684,1.651956229,22.52,41335,247207.138,13.89268146,26.61761652,17.26940991,7.37,2.73,17220962548,1.225691744,1.88309E+11,1.37278E+11,74.58772647,13.63843362,2699700,76.6,68.1,72.3,3.67E+10,2.50E+10,143.2053265,0,95.04380828,97.80581741,6.591123088,1.42204614,17794055,6,4,7604467,42.736,1.251368768,1601.18,7,264.1893599,2724901.875,43213,10189588,57.264,1.54961238,3.189425079,3.28
Kenya,KEN,KE,republic,Nairobi,12/12/63,1 17 S,36 49 E,"69,861","42,815,109","12,165,597","288,303","$163,700,000,000 ",4.9,"$3,500 ",10.4,3.6,"19,600,000",40,48.5,17.6,-6.7,54.2,8,10,13.67,-5021000000.00,"$5,792,000,000 ","$15,990,000,000 ","$7,354,000,000 ","$27,590,000,000 ","9,634,000,000","7,863,000,000","39,100,000","184,000,000","2,401,000.00",33,0,34,33,0,0,"12,550",0,"13,960",0,0,0,0,0,"17,980,000.00","580,367.00",1.3,"48,397,527",20,1.57,22.6,6.7,-0.2,342,36.1,64.6,2.81,7.1,11.2,5.2,NA,197,"3,819","177,800",4.940651266,48.54693046,276300,10.19081421,0.118242623,29.943,171391,17909.628,0.36511748,0,74.05814906,5.734,3.663,393359420.9,7.818111708,55414336959,69188755364,16.6,5.550867939,569140,67.721,63.031,65.393,5.70E+09,1.41E+10,79.47190398,10.74373605,58.28035419,29.29678479,86.18562392,2.421143197,49051686,3,6,36246743,73.895,1.818050785,1069.28,6,19.20423286,580370,186751,12804943,26.105,4.148295058,10.50502138,12.36
Kyrgyzstan,KGZ,KG,republic,Bishkek,8/31/91,42 52 N,74 36 E,"362,288","7,369,927","1,976,006","258,013","$23,150,000,000 ",4.6,"$3,700 ",27.3,10.9,"2,841,000",7.1,33.4,28.7,-3.2,56,3.2,5,18.49,-306000000.00,"$1,840,000,000 ","$4,187,000,000 ","$2,177,000,000 ","$8,164,000,000 ","13,040,000,000","10,520,000,000","184,000,000","331,000,000","4,046,000.00",24,0,76,0,"1,000",0,"4,480","40,000,000","6,996","28,320,000","186,900,000",0,"169,900,000","5,663,000,000","10,020,000.00","199,951.00",1.57,"5,849,296",26.8,1.02,21.6,6.4,-5.1,60,25,71.2,2.59,16.6,2.8,7.2,14.8,28,424,"34,000",5.715860321,54.95828989,105410,6.715328467,0.211859528,26,89,9787.223,1.609873016,5.582615212,52.26676658,5.5,3.1,619220700,3.279457769,6346700782,6813092066,37,6.050564304,191800,75.1,67,70.95121951,1.57E+09,4.00E+09,125.3393872,0,87.42695568,96.5211618,31.69708029,2.037224422,6079500,6,4,3894285,64.056,1.776863672,106.78,7,42.27321326,199950,2019.7,2185215,35.944,2.502902051,6.514400596,6.51
